inputSize,wcDepth,wcInstrExec,analysisTime,mem,paths,resolvedChoicesNum,resolvedPerfectChoicesNum,resolvedHistoryChoicesNum,resolvedInvariantChoicesNum,unresolvedChoicesNum,newChoicesNum,wcConstraint
21,20,253,0,117,1,20,0,20,0,0,0,in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100
22,21,265,0,117,1,21,0,21,0,0,0,in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100
23,22,277,0,117,1,22,0,22,0,0,0,in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100
24,23,289,0,117,1,23,0,23,0,0,0,in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100
25,24,301,0,117,1,24,0,24,0,0,0,in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100
26,25,313,0,117,1,25,0,25,0,0,0,in25 >= CONST_100 && in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100
27,26,325,0,117,1,26,0,26,0,0,0,in26 >= CONST_100 && in25 >= CONST_100 && in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100
28,27,337,0,117,1,27,0,27,0,0,0,in27 >= CONST_100 && in26 >= CONST_100 && in25 >= CONST_100 && in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100
29,28,349,0,117,1,28,0,28,0,0,0,in28 >= CONST_100 && in27 >= CONST_100 && in26 >= CONST_100 && in25 >= CONST_100 && in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100
30,29,361,0,117,1,29,0,29,0,0,0,in29 >= CONST_100 && in28 >= CONST_100 && in27 >= CONST_100 && in26 >= CONST_100 && in25 >= CONST_100 && in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100
