inputSize,wcDepth,wcInstrExec,analysisTime,mem,paths,resolvedChoicesNum,resolvedPerfectChoicesNum,resolvedHistoryChoicesNum,resolvedInvariantChoicesNum,unresolvedChoicesNum,newChoicesNum,wcConstraint
16,15,531,0,117,1,15,0,15,0,0,0,in15 < in14 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
17,15,555,0,117,1,15,0,15,0,0,0,in15 < in14 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
18,17,596,0,117,1,17,0,17,0,0,0,in17 < in16 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
19,17,620,0,117,1,17,0,17,0,0,0,in17 < in16 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
20,19,661,0,117,1,19,0,19,0,0,0,in19 < in18 && in17 < in16 && in16 < in19 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
21,19,685,0,117,1,19,0,19,0,0,0,in19 < in18 && in17 < in16 && in16 < in19 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
22,21,726,0,117,1,21,0,21,0,0,0,in21 < in20 && in19 < in18 && in18 < in21 && in17 < in16 && in16 < in19 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
23,21,750,0,117,1,21,0,21,0,0,0,in21 < in20 && in19 < in18 && in18 < in21 && in17 < in16 && in16 < in19 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
24,23,791,0,117,1,23,0,23,0,0,0,in23 < in22 && in21 < in20 && in20 < in23 && in19 < in18 && in18 < in21 && in17 < in16 && in16 < in19 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
25,23,815,0,117,1,23,0,23,0,0,0,in23 < in22 && in21 < in20 && in20 < in23 && in19 < in18 && in18 < in21 && in17 < in16 && in16 < in19 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
26,25,856,0,117,1,25,0,25,0,0,0,in25 < in24 && in23 < in22 && in22 < in25 && in21 < in20 && in20 < in23 && in19 < in18 && in18 < in21 && in17 < in16 && in16 < in19 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
27,25,880,0,117,1,25,0,25,0,0,0,in25 < in24 && in23 < in22 && in22 < in25 && in21 < in20 && in20 < in23 && in19 < in18 && in18 < in21 && in17 < in16 && in16 < in19 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
28,27,921,0,117,1,27,0,27,0,0,0,in27 < in26 && in25 < in24 && in24 < in27 && in23 < in22 && in22 < in25 && in21 < in20 && in20 < in23 && in19 < in18 && in18 < in21 && in17 < in16 && in16 < in19 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
29,27,945,0,117,1,27,0,27,0,0,0,in27 < in26 && in25 < in24 && in24 < in27 && in23 < in22 && in22 < in25 && in21 < in20 && in20 < in23 && in19 < in18 && in18 < in21 && in17 < in16 && in16 < in19 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
30,29,986,0,117,1,29,0,29,0,0,0,in29 < in28 && in27 < in26 && in26 < in29 && in25 < in24 && in24 < in27 && in23 < in22 && in22 < in25 && in21 < in20 && in20 < in23 && in19 < in18 && in18 < in21 && in17 < in16 && in16 < in19 && in15 < in14 && in14 < in17 && in13 < in12 && in12 < in15 && in11 < in10 && in10 < in13 && in9 < in8 && in8 < in11 && in7 < in6 && in6 < in9 && in5 < in4 && in4 < in7 && in3 < in2 && in2 < in5 && in1 < in0 && in0 < in3
