inputSize,wcDepth,wcInstrExec,analysisTime,mem,paths,resolvedChoicesNum,resolvedPerfectChoicesNum,resolvedHistoryChoicesNum,resolvedInvariantChoicesNum,unresolvedChoicesNum,newChoicesNum,wcConstraint
18,16,745,0,117,1,16,0,16,0,0,0,(in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
19,17,788,0,117,1,17,0,17,0,0,0,(in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
20,18,831,0,117,1,18,0,18,0,0,0,(in19 - in18) == (in18 - in17) && (in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
21,19,874,0,117,1,19,0,19,0,0,0,(in20 - in19) == (in19 - in18) && (in19 - in18) == (in18 - in17) && (in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
22,20,917,0,117,1,20,0,20,0,0,0,(in21 - in20) == (in20 - in19) && (in20 - in19) == (in19 - in18) && (in19 - in18) == (in18 - in17) && (in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
23,21,960,0,117,1,21,0,21,0,0,0,(in22 - in21) == (in21 - in20) && (in21 - in20) == (in20 - in19) && (in20 - in19) == (in19 - in18) && (in19 - in18) == (in18 - in17) && (in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
24,22,1003,0,117,1,22,0,22,0,0,0,(in23 - in22) == (in22 - in21) && (in22 - in21) == (in21 - in20) && (in21 - in20) == (in20 - in19) && (in20 - in19) == (in19 - in18) && (in19 - in18) == (in18 - in17) && (in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
25,23,1046,0,117,1,23,0,23,0,0,0,(in24 - in23) == (in23 - in22) && (in23 - in22) == (in22 - in21) && (in22 - in21) == (in21 - in20) && (in21 - in20) == (in20 - in19) && (in20 - in19) == (in19 - in18) && (in19 - in18) == (in18 - in17) && (in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
26,24,1089,0,117,1,24,0,24,0,0,0,(in25 - in24) == (in24 - in23) && (in24 - in23) == (in23 - in22) && (in23 - in22) == (in22 - in21) && (in22 - in21) == (in21 - in20) && (in21 - in20) == (in20 - in19) && (in20 - in19) == (in19 - in18) && (in19 - in18) == (in18 - in17) && (in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
27,25,1132,0,117,1,25,0,25,0,0,0,(in26 - in25) == (in25 - in24) && (in25 - in24) == (in24 - in23) && (in24 - in23) == (in23 - in22) && (in23 - in22) == (in22 - in21) && (in22 - in21) == (in21 - in20) && (in21 - in20) == (in20 - in19) && (in20 - in19) == (in19 - in18) && (in19 - in18) == (in18 - in17) && (in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
28,26,1175,0,117,1,26,0,26,0,0,0,(in27 - in26) == (in26 - in25) && (in26 - in25) == (in25 - in24) && (in25 - in24) == (in24 - in23) && (in24 - in23) == (in23 - in22) && (in23 - in22) == (in22 - in21) && (in22 - in21) == (in21 - in20) && (in21 - in20) == (in20 - in19) && (in20 - in19) == (in19 - in18) && (in19 - in18) == (in18 - in17) && (in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
29,27,1218,0,117,1,27,0,27,0,0,0,(in28 - in27) == (in27 - in26) && (in27 - in26) == (in26 - in25) && (in26 - in25) == (in25 - in24) && (in25 - in24) == (in24 - in23) && (in24 - in23) == (in23 - in22) && (in23 - in22) == (in22 - in21) && (in22 - in21) == (in21 - in20) && (in21 - in20) == (in20 - in19) && (in20 - in19) == (in19 - in18) && (in19 - in18) == (in18 - in17) && (in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
30,28,1261,0,117,1,28,0,28,0,0,0,(in29 - in28) == (in28 - in27) && (in28 - in27) == (in27 - in26) && (in27 - in26) == (in26 - in25) && (in26 - in25) == (in25 - in24) && (in25 - in24) == (in24 - in23) && (in24 - in23) == (in23 - in22) && (in23 - in22) == (in22 - in21) && (in22 - in21) == (in21 - in20) && (in21 - in20) == (in20 - in19) && (in20 - in19) == (in19 - in18) && (in19 - in18) == (in18 - in17) && (in18 - in17) == (in17 - in16) && (in17 - in16) == (in16 - in15) && (in16 - in15) == (in15 - in14) && (in15 - in14) == (in14 - in13) && (in14 - in13) == (in13 - in12) && (in13 - in12) == (in12 - in11) && (in12 - in11) == (in11 - in10) && (in11 - in10) == (in10 - in9) && (in10 - in9) == (in9 - in8) && (in9 - in8) == (in8 - in7) && (in8 - in7) == (in7 - in6) && (in7 - in6) == (in6 - in5) && (in6 - in5) == (in5 - in4) && (in5 - in4) == (in4 - in3) && (in4 - in3) == (in3 - in2) && (in3 - in2) == (in2 - in1) && (in2 - in1) == (in1 - in0)
