inputSize,wcDepth,wcInstrExec,analysisTime,mem,paths,resolvedChoicesNum,resolvedPerfectChoicesNum,resolvedHistoryChoicesNum,resolvedInvariantChoicesNum,unresolvedChoicesNum,newChoicesNum,wcConstraint
12,13,501,0,117,1,13,0,13,0,0,0,in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
13,14,543,0,117,1,14,0,14,0,0,0,in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
14,15,585,0,117,1,15,0,15,0,0,0,in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
15,16,627,0,117,1,16,0,16,0,0,0,in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
16,17,669,0,117,1,17,0,17,0,0,0,in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
17,18,711,0,117,1,18,0,18,0,0,0,in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
18,19,753,0,117,1,19,0,19,0,0,0,in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
19,20,795,0,117,1,20,0,20,0,0,0,in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
20,21,837,0,117,1,21,0,21,0,0,0,in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
21,22,879,0,117,1,22,0,22,0,0,0,in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
22,23,921,0,117,1,23,0,23,0,0,0,in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
23,24,963,0,117,1,24,0,24,0,0,0,in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
24,25,1005,0,117,1,25,0,25,0,0,0,in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
25,26,1047,0,117,1,26,0,26,0,0,0,in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
26,27,1089,0,117,1,27,0,27,0,0,0,in25 >= CONST_100 && in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
27,28,1131,0,117,1,28,0,28,0,0,0,in26 >= CONST_100 && in25 >= CONST_100 && in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
28,29,1173,0,117,1,29,0,29,0,0,0,in27 >= CONST_100 && in26 >= CONST_100 && in25 >= CONST_100 && in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
29,30,1215,0,117,1,30,0,30,0,0,0,in28 >= CONST_100 && in27 >= CONST_100 && in26 >= CONST_100 && in25 >= CONST_100 && in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
30,31,1257,0,117,1,31,0,31,0,0,0,in29 >= CONST_100 && in28 >= CONST_100 && in27 >= CONST_100 && in26 >= CONST_100 && in25 >= CONST_100 && in24 >= CONST_100 && in23 >= CONST_100 && in22 >= CONST_100 && in21 >= CONST_100 && in20 >= CONST_100 && in19 >= CONST_100 && in18 >= CONST_100 && in17 >= CONST_100 && in16 >= CONST_100 && in15 >= CONST_100 && in14 >= CONST_100 && in13 >= CONST_100 && in12 >= CONST_100 && in11 >= CONST_100 && in10 >= CONST_100 && in9 >= CONST_100 && in8 >= CONST_100 && in7 >= CONST_100 && in6 >= CONST_100 && in5 >= CONST_100 && in4 >= CONST_100 && in3 >= CONST_100 && in2 >= CONST_100 && in1 >= CONST_100 && in0 == CONST_0 && in0 != CONST_1
